"Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted"
"A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712
"A11","18","A32","A61","A44",47,"A121",1,"lessthan20",1,1,2,4,0,1,"1",0.377483667606136
"A11","24","A32","A65","A40",32,"A124",1,"20to40",2,1,2,0,4,4,"1",0.524032156879533
"A12","54","A30","A61","A49",58,"A124",1,"morethan40",3,2,0,9,0,4,"1",0.756941336564883
"A14","18","A32","A61","A43",32,"A124",0,"lessthan20",1,4,2,3,0,4,"0",0.225075793918182
"A14","6","A32","A63","A44",62,"A121",0,"lessthan20",1,4,2,4,2,1,"0",0.0538138389169402
"A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881
"A11","12","A32","A61","A46",40,"A123",1,"lessthan20",1,1,2,6,0,3,"1",0.522869994743526
"A11","18","A34","A61","A40",33,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.269112435185419
"A14","18","A32","A65","A40",68,"A123",1,"lessthan20",1,4,2,0,4,3,"1",0.0559330949228929
"A14","36","A32","A61","A41",32,"A124",0,"20to40",2,4,2,1,0,4,"0",0.31801567541949
"A11","12","A31","A61","A48",45,"A123",0,"lessthan20",1,1,1,8,0,3,"0",0.590950502110984
"A13","30","A34","A61","A43",47,"A122",0,"20to40",2,3,4,3,0,2,"0",0.160054513195897
"A14","24","A32","A63","A42",32,"A124",0,"20to40",2,4,2,2,2,4,"0",0.229331161384346
"A14","24","A33","A61","A41",35,"A123",0,"20to40",2,4,3,1,0,3,"0",0.193558071794165
"A14","48","A33","A65","A43",32,"A123",0,"morethan40",3,4,3,3,4,3,"0",0.137935103508939
"A12","36","A34","A61","A40",27,"A123",1,"20to40",2,2,4,0,0,3,"1",0.372209472404094
"A11","12","A32","A61","A48",21,"A122",1,"lessthan20",1,1,2,8,0,2,"1",0.516746293589595
"A11","18","A32","A62","A40",30,"A123",0,"lessthan20",1,1,2,0,1,3,"0",0.517352387880909
"A12","48","A33","A65","A49",38,"A124",0,"morethan40",3,2,3,9,4,4,"0",0.362163437469029
"A11","12","A32","A61","A40",26,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.456139790462032
"A11","48","A32","A61","A46",50,"A124",0,"morethan40",3,1,2,6,0,4,"0",0.754228058944334
"A14","36","A32","A65","A40",36,"A121",0,"20to40",2,4,2,0,4,1,"0",0.0786012772998815
"A14","18","A32","A61","A42",47,"A124",0,"lessthan20",1,4,2,2,0,4,"0",0.193459261347845
"A14","48","A34","A65","A41",35,"A124",0,"morethan40",3,4,4,1,4,4,"0",0.123762135482652
"A14","36","A34","A61","A41",35,"A122",0,"20to40",2,4,4,1,0,2,"0",0.11396751863458
"A11","12","A32","A61","A40",33,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.432889399146099
"A11","18","A32","A61","A43",24,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.455035871083448
"A13","6","A34","A61","A40",74,"A121",0,"lessthan20",1,3,4,0,0,1,"0",0.0628849925094435
"A12","18","A34","A61","A43",48,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.140919280545722
"A14","9","A32","A62","A42",22,"A122",0,"lessthan20",1,4,2,2,1,2,"0",0.138332055114573
"A14","12","A34","A65","A46",37,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0304721843389358
"A12","18","A32","A64","A49",36,"A121",0,"lessthan20",1,2,2,9,3,1,"0",0.162739487676744
"A14","30","A34","A65","A43",40,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0596798675648509
"A12","48","A33","A61","A46",50,"A124",1,"morethan40",3,2,3,6,0,4,"1",0.545223060802959
"A13","12","A31","A64","A43",42,"A121",0,"lessthan20",1,3,1,3,3,1,"0",0.133908266876659
"A12","36","A33","A62","A40",30,"A124",0,"20to40",2,2,3,0,1,4,"0",0.460409859227477
"A12","6","A33","A61","A40",47,"A122",1,"lessthan20",1,2,3,0,0,2,"1",0.242489951344874
"A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996
"A11","18","A34","A61","A45",55,"A124",1,"lessthan20",1,1,4,5,0,4,"1",0.361325159341418
"A14","12","A34","A61","A43",52,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.046875980556357
"A12","12","A32","A61","A40",46,"A121",1,"lessthan20",1,2,2,0,0,1,"1",0.264959251086248
"A11","24","A32","A61","A42",22,"A124",0,"20to40",2,1,2,2,0,4,"0",0.747873633028797
"A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724
"A14","6","A32","A61","A42",32,"A122",1,"lessthan20",1,4,2,2,0,2,"1",0.1487563935262
"A12","48","A32","A64","A43",27,"A124",1,"morethan40",3,2,2,3,3,4,"1",0.556908102788365
"A14","48","A32","A65","A43",37,"A123",0,"morethan40",3,4,2,3,4,3,"0",0.177221170384227
"A13","12","A34","A63","A40",28,"A121",1,"lessthan20",1,3,4,0,2,1,"1",0.0743756750694065
"A12","12","A32","A61","A40",32,"A123",0,"lessthan20",1,2,2,0,0,3,"0",0.422265968644111
"A14","12","A34","A63","A40",44,"A121",0,"lessthan20",1,4,4,0,2,1,"0",0.0351624897129325
"A11","18","A34","A61","A45",55,"A124",1,"lessthan20",1,1,4,5,0,4,"1",0.361325159341418
"A12","21","A32","A61","A49",39,"A122",1,"20to40",2,2,2,9,0,2,"1",0.423486894539172
"A12","24","A34","A64","A41",29,"A124",0,"20to40",2,2,4,1,3,4,"0",0.277087785712481
"A12","18","A32","A62","A49",34,"A123",0,"lessthan20",1,2,2,9,1,3,"0",0.342126915946975
"A14","28","A34","A61","A43",29,"A123",0,"20to40",2,4,4,3,0,3,"0",0.150362013940499
"A14","33","A34","A61","A41",35,"A123",0,"20to40",2,4,4,1,0,3,"0",0.142878697007097
"A11","24","A32","A61","A41",29,"A124",0,"20to40",2,1,2,1,0,4,"0",0.731761374439193
"A13","12","A32","A61","A43",24,"A123",0,"lessthan20",1,3,2,3,0,3,"0",0.307341474572657
"A12","30","A34","A65","A40",36,"A121",0,"20to40",2,2,4,0,4,1,"0",0.115085482021056
"A12","24","A34","A65","A49",34,"A124",0,"20to40",2,2,4,9,4,4,"0",0.209289258730089
"A11","21","A32","A64","A43",29,"A123",0,"20to40",2,1,2,3,3,3,"0",0.516323140691959
"A11","24","A34","A64","A43",57,"A122",0,"20to40",2,1,4,3,3,2,"0",0.214212849029961
"A11","8","A34","A61","A40",47,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.233708383577164
"A14","48","A32","A65","A49",38,"A121",1,"morethan40",3,4,2,9,4,1,"1",0.106217394858097
"A12","36","A33","A61","A40",57,"A124",1,"20to40",2,2,3,0,0,4,"1",0.42492472712286
"A12","12","A32","A65","A42",25,"A122",1,"lessthan20",1,2,2,2,4,2,"1",0.201502971397051
"A14","24","A34","A61","A49",74,"A121",0,"20to40",2,4,4,9,0,1,"0",0.051249812049148
"A14","30","A33","A62","A49",26,"A122",0,"20to40",2,4,3,9,1,2,"0",0.133748495392489
"A12","36","A32","A62","A42",29,"A124",1,"20to40",2,2,2,2,1,4,"1",0.54943409336389
"A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376
"A14","12","A32","A65","A40",45,"A122",0,"lessthan20",1,4,2,0,4,2,"0",0.0586431417390413
"A14","6","A32","A61","A46",56,"A124",0,"lessthan20",1,4,2,6,0,4,"0",0.16930131091697
"A11","18","A32","A62","A40",35,"A123",0,"lessthan20",1,1,2,0,1,3,"0",0.500541652758345
"A14","9","A32","A61","A42",20,"A123",0,"lessthan20",1,4,2,2,0,3,"0",0.210206412181869
"A11","6","A34","A61","A40",37,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.311376827498417
"A11","24","A34","A61","A40",60,"A123",1,"20to40",2,1,4,0,0,3,"1",0.403389097204056
"A14","48","A34","A65","A49",46,"A123",0,"morethan40",3,4,4,9,4,3,"0",0.0795737252202145
"A14","12","A34","A61","A40",38,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0577296028066778
"A13","15","A32","A61","A46",40,"A123",0,"lessthan20",1,3,2,6,0,3,"0",0.257461701393414
"A14","24","A34","A61","A41",41,"A123",0,"20to40",2,4,4,1,0,3,"0",0.133274842004756
"A12","24","A34","A64","A41",29,"A124",0,"20to40",2,2,4,1,3,4,"0",0.277087785712481
"A11","24","A32","A61","A43",64,"A121",0,"20to40",2,1,2,3,0,1,"0",0.433890729312581
"A11","48","A31","A61","A49",37,"A123",1,"morethan40",3,1,1,9,0,3,"1",0.797397641577569
"A12","54","A30","A61","A49",58,"A124",1,"morethan40",3,2,0,9,0,4,"1",0.756941336564883
"A14","36","A33","A63","A42",40,"A123",0,"20to40",2,4,3,2,2,3,"0",0.125262662904039
"A14","24","A34","A61","A45",44,"A124",0,"20to40",2,4,4,5,0,4,"0",0.155089748790519
"A13","18","A32","A61","A40",23,"A123",0,"lessthan20",1,3,2,0,0,3,"0",0.316962906628643
"A12","48","A32","A65","A43",41,"A123",0,"morethan40",3,2,2,3,4,3,"0",0.392132233269
"A11","12","A32","A61","A40",37,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.419728324946355
"A14","24","A33","A61","A49",27,"A123",1,"20to40",2,4,3,9,0,3,"1",0.19733330929631
"A11","24","A32","A61","A42",24,"A121",0,"20to40",2,1,2,2,0,1,"0",0.570189723165104
"A11","21","A33","A61","A46",26,"A122",1,"20to40",2,1,3,6,0,2,"1",0.527131395986079
"A14","9","A34","A65","A46",41,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0289217948727626
"A11","12","A32","A62","A43",20,"A122",1,"lessthan20",1,1,2,3,1,2,"1",0.478354360463003
"A13","10","A32","A61","A40",37,"A122",0,"lessthan20",1,3,2,0,0,2,"0",0.228750612512257
"A12","12","A32","A65","A43",25,"A121",1,"lessthan20",1,2,2,3,4,1,"1",0.161564009436147
"A14","21","A32","A64","A49",36,"A121",0,"20to40",2,4,2,9,3,1,"0",0.0881676547181758
"A11","12","A32","A64","A40",31,"A122",0,"lessthan20",1,1,2,0,3,2,"0",0.344793211960808
"A14","18","A32","A61","A45",23,"A121",1,"lessthan20",1,4,2,5,0,1,"1",0.128541477902
"A14","36","A34","A65","A41",30,"A123",0,"20to40",2,4,4,1,4,3,"0",0.0690240846030765
"A13","15","A32","A61","A43",25,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.206763593298788
"A12","9","A32","A61","A40",22,"A121",0,"lessthan20",1,2,2,0,0,1,"0",0.332377853617956
"A14","18","A34","A63","A43",32,"A122",0,"lessthan20",1,4,4,3,2,2,"0",0.0510460409159777
"A11","15","A32","A61","A49",22,"A122",0,"lessthan20",1,1,2,9,0,2,"0",0.510774089772476
"A11","30","A32","A65","A42",31,"A122",1,"20to40",2,1,2,2,4,2,"1",0.394183043867145
"A12","60","A33","A65","A43",27,"A124",0,"morethan40",3,2,3,3,4,4,"0",0.412104460438381
"A12","21","A34","A64","A42",32,"A123",0,"20to40",2,2,4,2,3,3,"0",0.219424093121542
"A12","15","A31","A62","A40",25,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.417415301098769
"A14","9","A34","A61","A40",30,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.063870939869242
"A12","24","A32","A65","A41",36,"A124",0,"20to40",2,2,2,1,4,4,"0",0.367387571821627
"A11","12","A34","A61","A40",38,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.30849931379176
"A14","9","A34","A63","A46",52,"A123",0,"lessthan20",1,4,4,6,2,3,"0",0.0490874803723148
"A14","12","A34","A61","A40",61,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0430261502523616
"A14","15","A34","A64","A41",23,"A124",0,"lessthan20",1,4,4,1,3,4,"0",0.077165909213846
"A12","12","A32","A61","A43",29,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.305129714052139
"A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594
"A12","15","A30","A61","A40",26,"A121",1,"lessthan20",1,2,0,0,0,1,"1",0.494448152945366
"A11","48","A32","A61","A41",39,"A124",1,"morethan40",3,1,2,1,0,4,"1",0.789439765885534
"A14","48","A34","A61","A46",31,"A124",0,"morethan40",3,4,4,6,0,4,"0",0.253835551579277
"A14","36","A34","A61","A40",34,"A123",0,"20to40",2,4,4,0,0,3,"0",0.145831548301883
"A12","60","A32","A61","A46",42,"A124",1,"morethan40",3,2,2,6,0,4,"1",0.657810092316322
"A11","21","A32","A61","A43",28,"A122",0,"20to40",2,1,2,3,0,2,"0",0.617183878935387
"A12","30","A32","A62","A42",21,"A123",1,"20to40",2,2,2,2,1,3,"1",0.511688148675583
"A11","6","A34","A61","A42",36,"A124",0,"lessthan20",1,1,4,2,0,4,"0",0.429809376290542
"A14","15","A34","A61","A43",43,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0852830618392114
"A14","18","A32","A65","A41",31,"A122",0,"lessthan20",1,4,2,1,4,2,"0",0.0692707037337812
"A11","24","A33","A61","A40",43,"A121",1,"20to40",2,1,3,0,0,1,"1",0.421498007422299
"A14","15","A34","A62","A46",31,"A123",0,"lessthan20",1,4,4,6,1,3,"0",0.0785716363951904
"A11","24","A32","A61","A42",28,"A122",0,"20to40",2,1,2,2,0,2,"0",0.619650553618687
"A14","36","A33","A63","A42",40,"A123",0,"20to40",2,4,3,2,2,3,"0",0.125262662904039
"A14","6","A32","A63","A42",32,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.127431267078848
"A11","24","A32","A65","A42",20,"A123",1,"20to40",2,1,2,2,4,3,"1",0.494372732924563
"A11","9","A32","A61","A40",28,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.578278901375262
"A14","15","A32","A63","A42",20,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.14648822252641
"A13","24","A32","A61","A42",26,"A123",0,"20to40",2,3,2,2,0,3,"0",0.406967214633599
"A12","48","A30","A63","A40",30,"A123",0,"morethan40",3,2,0,0,2,3,"0",0.712752007466164
"A14","48","A34","A65","A41",35,"A124",0,"morethan40",3,4,4,1,4,4,"0",0.123762135482652
"A11","24","A32","A61","A42",27,"A123",0,"20to40",2,1,2,2,0,3,"0",0.68152221142367
"A14","12","A32","A62","A43",28,"A121",0,"lessthan20",1,4,2,3,1,1,"0",0.10159307888736
"A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539
"A12","9","A34","A61","A46",34,"A123",1,"lessthan20",1,2,4,6,0,3,"1",0.243762128151853
"A12","39","A34","A61","A43",25,"A121",1,"20to40",2,2,4,3,0,1,"1",0.260048998232969
"A13","12","A32","A65","A43",37,"A123",0,"lessthan20",1,3,2,3,4,3,"0",0.134127464463823
"A14","18","A34","A61","A40",32,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.079252963750356
"A14","4","A34","A61","A40",37,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0584658373968642
"A12","12","A34","A62","A40",27,"A123",0,"lessthan20",1,2,4,0,1,3,"0",0.232431526415188
"A14","6","A33","A61","A43",24,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0935538974086344
"A14","5","A32","A61","A49",74,"A121",0,"lessthan20",1,4,2,9,0,1,"0",0.0664905518337397
"A13","12","A32","A61","A42",46,"A123",0,"lessthan20",1,3,2,2,0,3,"0",0.25009300993436
"A12","24","A31","A61","A46",34,"A124",1,"20to40",2,2,1,6,0,4,"1",0.662218636718664
"A12","6","A31","A64","A46",24,"A122",1,"lessthan20",1,2,1,6,3,2,"1",0.305468754213536
"A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962
"A12","18","A32","A65","A46",61,"A124",0,"lessthan20",1,2,2,6,4,4,"0",0.200275097463868
"A12","24","A34","A61","A46",24,"A124",0,"20to40",2,2,4,6,0,4,"0",0.429020440798741
"A14","30","A34","A65","A43",36,"A122",0,"20to40",2,4,4,3,4,2,"0",0.0491412995693841
"A12","27","A33","A61","A41",30,"A123",0,"20to40",2,2,3,1,0,3,"0",0.447930426426575
"A14","11","A34","A61","A40",35,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0967694623244802
"A11","48","A32","A61","A43",31,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.759332298466383
"A11","24","A34","A61","A41",44,"A124",0,"20to40",2,1,4,1,0,4,"0",0.518168678134399
"A14","6","A33","A62","A49",34,"A121",0,"lessthan20",1,4,3,9,1,1,"0",0.0637078310793009
"A11","24","A34","A61","A40",60,"A123",1,"20to40",2,1,4,0,0,3,"1",0.403389097204056
"A14","18","A32","A61","A42",43,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.10417799506153
"A14","15","A34","A65","A40",59,"A123",0,"lessthan20",1,4,4,0,4,3,"0",0.0312492615588536
"A13","24","A32","A61","A42",26,"A123",0,"20to40",2,3,2,2,0,3,"0",0.406967214633599
"A11","21","A33","A61","A46",26,"A122",1,"20to40",2,1,3,6,0,2,"1",0.527131395986079
"A14","4","A34","A61","A43",42,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0532671074863874
"A14","21","A30","A65","A40",29,"A122",1,"20to40",2,4,0,0,4,2,"1",0.201167916819851
"A14","9","A34","A63","A46",52,"A123",0,"lessthan20",1,4,4,6,2,3,"0",0.0490874803723148
"A12","30","A33","A62","A49",41,"A122",0,"20to40",2,2,3,9,1,2,"0",0.285104764688309
"A14","15","A32","A63","A40",35,"A124",0,"lessthan20",1,4,2,0,2,4,"0",0.156558073965191
"A12","48","A32","A65","A40",24,"A123",0,"morethan40",3,2,2,0,4,3,"0",0.455548092075043
"A11","40","A34","A61","A46",27,"A124",1,"morethan40",3,1,4,6,0,4,"1",0.668559759103221
"A14","12","A33","A64","A45",55,"A124",1,"lessthan20",1,4,3,5,3,4,"1",0.069829716821761
"A11","24","A31","A61","A40",29,"A124",1,"20to40",2,1,1,0,0,4,"1",0.798759578564282
"A11","60","A32","A61","A49",36,"A124",1,"morethan40",3,1,2,9,0,4,"1",0.782158545400765
"A11","45","A30","A61","A49",29,"A123",1,"morethan40",3,1,0,9,0,3,"1",0.863217039121344
"A14","48","A34","A62","A41",24,"A123",1,"morethan40",3,4,4,1,1,3,"1",0.196164978125192
"A12","24","A32","A61","A40",23,"A121",1,"20to40",2,2,2,0,0,1,"1",0.435759976043704
"A11","45","A30","A61","A49",29,"A123",1,"morethan40",3,1,0,9,0,3,"1",0.863217039121344
"A11","30","A32","A61","A45",34,"A124",1,"20to40",2,1,2,5,0,4,"1",0.709816807677545
"A11","18","A32","A61","A42",22,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.592794782993609
"A13","10","A34","A61","A40",63,"A124",0,"lessthan20",1,3,4,0,0,4,"0",0.144830867028296
"A12","6","A32","A61","A43",30,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.421180541479233
"A14","18","A33","A61","A43",34,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.082751558928689
"A12","36","A32","A61","A43",30,"A124",0,"20to40",2,2,2,3,0,4,"0",0.597207619034581
"A12","18","A32","A61","A43",32,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.296639762728764
"A14","21","A33","A62","A42",34,"A121",0,"20to40",2,4,3,2,1,1,"0",0.103221396370451
"A14","15","A33","A61","A43",33,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0837785300099077
"A12","9","A34","A64","A46",32,"A124",1,"lessthan20",1,2,4,6,3,4,"1",0.181815255825138
"A14","9","A32","A65","A46",64,"A121",0,"lessthan20",1,4,2,6,4,1,"0",0.0337821839568201
"A14","24","A33","A61","A40",47,"A123",1,"20to40",2,4,3,0,0,3,"1",0.171071649547298
"A14","18","A34","A61","A40",31,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.0802403144717069
"A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441
"A14","6","A32","A61","A43",51,"A122",0,"lessthan20",1,4,2,3,0,2,"0",0.118107962255255
"A14","24","A32","A62","A43",29,"A123",0,"20to40",2,4,2,3,1,3,"0",0.227571920873485
"A14","18","A34","A61","A43",26,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.104900933284217
"A14","18","A34","A61","A42",28,"A124",0,"lessthan20",1,4,4,2,0,4,"0",0.129982148889797
"A14","12","A34","A61","A43",56,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.044529317445166
"A11","12","A31","A61","A48",45,"A123",0,"lessthan20",1,1,1,8,0,3,"0",0.590950502110984
"A12","9","A31","A61","A41",74,"A124",1,"lessthan20",1,2,1,1,0,4,"1",0.434080854257566
"A12","24","A31","A61","A46",34,"A124",1,"20to40",2,2,1,6,0,4,"1",0.662218636718664
"A12","27","A30","A61","A49",42,"A124",1,"20to40",2,2,0,9,0,4,"1",0.710689194516125
"A12","13","A32","A61","A43",23,"A122",0,"lessthan20",1,2,2,3,0,2,"0",0.381542424573276
"A13","24","A32","A61","A42",51,"A124",0,"20to40",2,3,2,2,0,4,"0",0.388501727544928
"A14","18","A32","A61","A45",23,"A121",1,"lessthan20",1,4,2,5,0,1,"1",0.128541477902
"A14","27","A33","A64","A41",27,"A123",0,"20to40",2,4,3,1,3,3,"0",0.121583460965805
"A14","6","A34","A64","A40",41,"A121",0,"lessthan20",1,4,4,0,3,1,"0",0.0295698648580486
"A11","24","A34","A61","A41",63,"A122",0,"20to40",2,1,4,1,0,2,"0",0.331493978568356
"A13","10","A32","A62","A40",48,"A124",1,"lessthan20",1,3,2,0,1,4,"1",0.256502271159383
"A11","11","A34","A61","A40",40,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.250995585288351
"A12","48","A30","A61","A410",32,"A122",1,"morethan40",3,2,0,10,0,2,"1",0.722485634341095
"A14","6","A32","A61","A46",56,"A124",0,"lessthan20",1,4,2,6,0,4,"0",0.16930131091697
"A12","12","A32","A61","A40",41,"A123",1,"lessthan20",1,2,2,0,0,3,"1",0.393036607705798
"A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996
"A12","36","A33","A62","A40",30,"A124",0,"20to40",2,2,3,0,1,4,"0",0.460409859227477
"A13","12","A32","A61","A43",44,"A123",0,"lessthan20",1,3,2,3,0,3,"0",0.253191814913218
"A14","12","A34","A61","A43",35,"A122",0,"lessthan20",1,4,4,3,0,2,"0",0.0741747196616847
"A11","48","A32","A61","A40",42,"A124",1,"morethan40",3,1,2,0,0,4,"1",0.784425039668636
"A13","21","A32","A62","A40",28,"A123",0,"20to40",2,3,2,0,1,3,"0",0.353912411376462
"A14","18","A32","A61","A42",43,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.10417799506153
"A14","24","A32","A61","A40",28,"A121",0,"20to40",2,4,2,0,0,1,"0",0.185970838333939
"A12","24","A32","A61","A40",26,"A122",0,"20to40",2,2,2,0,0,2,"0",0.490127788052757
"A11","21","A32","A61","A43",28,"A122",0,"20to40",2,1,2,3,0,2,"0",0.617183878935387
"A14","30","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913
"A12","18","A32","A61","A45",67,"A123",0,"lessthan20",1,2,2,5,0,3,"0",0.302243073402692
"A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793
"A11","18","A32","A61","A42",22,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.592794782993609
"A12","12","A32","A62","A40",23,"A122",1,"lessthan20",1,2,2,0,1,2,"1",0.338269884003077
"A14","27","A33","A64","A41",27,"A123",0,"20to40",2,4,3,1,3,3,"0",0.121583460965805
"A12","24","A34","A62","A40",37,"A123",0,"20to40",2,2,4,0,1,3,"0",0.293870856804868
"A12","12","A32","A63","A43",66,"A121",1,"lessthan20",1,2,2,3,2,1,"1",0.146849844671739
"A11","30","A30","A65","A49",25,"A123",0,"20to40",2,1,0,9,4,3,"0",0.637864205371788
"A12","36","A33","A61","A49",30,"A121",1,"20to40",2,2,3,9,0,1,"1",0.307640415109515
"A11","12","A32","A61","A42",21,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.53238671404681
"A14","18","A32","A61","A42",47,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.12496821360073
"A12","21","A34","A61","A49",27,"A122",0,"20to40",2,2,4,9,0,2,"0",0.293989966254174
"A14","9","A32","A61","A43",32,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.117730646991041
"A14","9","A34","A65","A46",41,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0289217948727626
"A11","24","A32","A61","A410",58,"A121",0,"20to40",2,1,2,10,0,1,"0",0.435747059114505
"A14","12","A32","A61","A43",38,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.17131875614664
"A12","24","A30","A61","A49",36,"A121",1,"20to40",2,2,0,9,0,1,"1",0.550251920522922
"A12","12","A30","A61","A42",25,"A122",1,"lessthan20",1,2,0,2,0,2,"1",0.557148288084491
"A11","12","A31","A61","A43",29,"A124",1,"lessthan20",1,1,1,3,0,4,"1",0.709855965800763
"A12","9","A32","A65","A40",35,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.148069983553017
"A11","24","A32","A62","A43",32,"A123",1,"20to40",2,1,2,3,1,3,"1",0.613888213546567
"A11","12","A30","A61","A43",28,"A122",1,"lessthan20",1,1,0,3,0,2,"1",0.680083286691357
"A12","18","A32","A62","A49",34,"A123",0,"lessthan20",1,2,2,9,1,3,"0",0.342126915946975
"A12","6","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518
"A11","18","A30","A61","A42",26,"A122",1,"lessthan20",1,1,0,2,0,2,"1",0.688156742212321
"A13","24","A32","A62","A43",47,"A124",0,"20to40",2,3,2,3,1,4,"0",0.34759733814879
"A14","6","A32","A63","A41",50,"A122",0,"lessthan20",1,4,2,1,2,2,"0",0.0820478317094789
"A13","36","A32","A61","A43",26,"A123",1,"20to40",2,3,2,3,0,3,"1",0.404446900184601
"A14","30","A32","A65","A41",24,"A122",0,"20to40",2,4,2,1,4,2,"0",0.113926005063667
"A14","6","A33","A62","A49",34,"A121",0,"lessthan20",1,4,3,9,1,1,"0",0.0637078310793009
"A14","18","A34","A61","A42",28,"A124",0,"lessthan20",1,4,4,2,0,4,"0",0.129982148889797
"A14","24","A32","A65","A41",41,"A123",0,"20to40",2,4,2,1,4,3,"0",0.117045033182999
"A11","6","A34","A61","A43",31,"A123",0,"lessthan20",1,1,4,3,0,3,"0",0.381056149260289
"A14","36","A33","A61","A43",26,"A123",1,"20to40",2,4,3,3,0,3,"1",0.20967709347444
"A11","18","A34","A61","A40",33,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.269112435185419
"A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441
"A11","27","A30","A61","A49",50,"A122",1,"20to40",2,1,0,9,0,2,"1",0.700139163663191
"A12","60","A32","A62","A40",24,"A122",1,"morethan40",3,2,2,0,1,2,"1",0.5549185300897
"A14","18","A34","A61","A40",36,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0592108712905779
"A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532
