"","Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted","deciles"
"17806","A11","24","A33","A61","A43",48,"A121",1,"20to40",2,1,3,3,0,1,"1",0.397652289376338,4
"17807","A14","24","A34","A61","A45",33,"A121",0,"20to40",2,4,4,5,0,1,"0",0.0890734761030967,9
"17808","A14","15","A33","A61","A43",33,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0837785300099077,9
"17809","A12","24","A32","A61","A43",20,"A123",0,"20to40",2,2,2,3,0,3,"0",0.566878954609861,2
"17810","A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441,2
"17811","A13","6","A32","A61","A42",41,"A121",0,"lessthan20",1,3,2,2,0,1,"0",0.175178894353164,7
"17812","A12","30","A32","A65","A43",25,"A123",0,"20to40",2,2,2,3,4,3,"0",0.337242355710133,4
"17813","A14","60","A32","A65","A40",34,"A124",0,"morethan40",3,4,2,0,4,4,"0",0.230709266871528,6
"17814","A13","24","A32","A61","A42",26,"A121",0,"20to40",2,3,2,2,0,1,"0",0.290072821134109,5
"17815","A12","27","A30","A61","A49",42,"A124",1,"20to40",2,2,0,9,0,4,"1",0.710689194516125,1
"17816","A14","18","A32","A61","A42",47,"A124",0,"lessthan20",1,4,2,2,0,4,"0",0.193459261347845,6
"17817","A13","18","A32","A61","A43",37,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.181533063285506,7
"17818","A11","15","A33","A61","A42",27,"A122",0,"lessthan20",1,1,3,2,0,2,"0",0.421766567417244,3
"17819","A12","6","A32","A61","A43",64,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.215196130357763,6
"17820","A12","24","A34","A61","A42",25,"A123",1,"20to40",2,2,4,2,0,3,"1",0.373613087282339,4
"17821","A14","15","A32","A62","A46",40,"A122",1,"lessthan20",1,4,2,6,1,2,"1",0.107820442980364,8
"17822","A14","36","A34","A61","A40",34,"A123",0,"20to40",2,4,4,0,0,3,"0",0.145831548301883,7
"17823","A12","27","A32","A61","A49",36,"A123",1,"20to40",2,2,2,9,0,3,"1",0.497785930385235,3
"17824","A12","16","A34","A61","A40",68,"A123",0,"lessthan20",1,2,4,0,0,3,"0",0.178449688879171,7
"17825","A12","60","A33","A65","A43",27,"A121",0,"morethan40",3,2,3,3,4,1,"0",0.243600067728848,6
"17826","A12","48","A32","A61","A42",26,"A123",1,"morethan40",3,2,2,2,0,3,"1",0.657319695967955,1
"17827","A12","27","A34","A63","A43",23,"A122",1,"20to40",2,2,4,3,2,2,"1",0.231781061901517,6
"17828","A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881,5
"17829","A14","24","A32","A61","A43",36,"A121",0,"20to40",2,4,2,3,0,1,"0",0.165840415453193,7
"17830","A14","12","A32","A65","A40",38,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.103107935638339,9
"17831","A14","6","A32","A61","A40",54,"A121",0,"lessthan20",1,4,2,0,0,1,"0",0.0928998742343409,9
"17832","A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996,10
"17833","A12","9","A31","A61","A41",74,"A124",1,"lessthan20",1,2,1,1,0,4,"1",0.434080854257566,3
"17834","A12","9","A34","A61","A43",37,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.159804981766176,7
"17835","A11","15","A32","A61","A49",22,"A122",0,"lessthan20",1,1,2,9,0,2,"0",0.510774089772476,2
"17836","A12","48","A33","A65","A49",38,"A124",0,"morethan40",3,2,3,9,4,4,"0",0.362163437469029,4
"17837","A14","9","A34","A65","A43",33,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.025728873815281,10
"17838","A11","18","A32","A64","A42",28,"A123",0,"lessthan20",1,1,2,2,3,3,"0",0.410162668337258,4
"17839","A13","6","A32","A61","A42",41,"A121",0,"lessthan20",1,3,2,2,0,1,"0",0.175178894353164,7
"17840","A11","6","A32","A61","A40",41,"A121",0,"lessthan20",1,1,2,0,0,1,"0",0.406680444891945,4
"17841","A11","24","A32","A61","A42",27,"A123",0,"20to40",2,1,2,2,0,3,"0",0.68152221142367,1
"17842","A14","48","A34","A62","A41",24,"A123",1,"morethan40",3,4,4,1,1,3,"1",0.196164978125192,6
"17843","A11","12","A32","A61","A40",26,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.456139790462032,3
"17844","A12","18","A32","A65","A40",33,"A122",1,"lessthan20",1,2,2,0,4,2,"1",0.187909037108631,7
"17845","A11","36","A32","A61","A41",42,"A124",0,"20to40",2,1,2,1,0,4,"0",0.696074342338697,1
"17846","A14","12","A32","A65","A43",37,"A124",0,"lessthan20",1,4,2,3,4,4,"0",0.101463871386409,9
"17847","A14","18","A34","A65","A41",38,"A124",0,"lessthan20",1,4,4,1,4,4,"0",0.0520217086152419,10
"17848","A12","12","A34","A63","A40",36,"A123",0,"lessthan20",1,2,4,0,2,3,"0",0.177250786744289,7
"17849","A14","24","A32","A65","A43",25,"A123",0,"20to40",2,4,2,3,4,3,"0",0.138673083558862,8
"17850","A11","15","A34","A61","A42",44,"A123",0,"lessthan20",1,1,4,2,0,3,"0",0.343097954249604,4
"17851","A14","10","A32","A62","A41",32,"A121",0,"lessthan20",1,4,2,1,1,1,"0",0.0986284069304838,9
"17852","A12","12","A34","A63","A40",36,"A123",0,"lessthan20",1,2,4,0,2,3,"0",0.177250786744289,7
"17853","A13","6","A34","A62","A40",28,"A123",0,"lessthan20",1,3,4,0,1,3,"0",0.14387643825781,7
"17854","A14","48","A34","A65","A41",38,"A123",0,"morethan40",3,4,4,1,4,3,"0",0.0947563481246745,9
"17855","A11","40","A34","A61","A46",27,"A124",1,"morethan40",3,1,4,6,0,4,"1",0.668559759103221,1
"17856","A11","36","A32","A65","A41",47,"A124",1,"20to40",2,1,2,1,4,4,"1",0.471016836534598,3
"17857","A14","22","A32","A65","A40",25,"A122",0,"20to40",2,4,2,0,4,2,"0",0.113623401892551,8
"17858","A14","18","A34","A61","A40",31,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.0802403144717069,9
"17859","A11","48","A32","A61","A49",24,"A122",1,"morethan40",3,1,2,9,0,2,"1",0.715291962931153,1
"17860","A12","24","A32","A61","A40",23,"A121",1,"20to40",2,2,2,0,0,1,"1",0.435759976043704,3
"17861","A11","24","A31","A61","A43",24,"A123",1,"20to40",2,1,1,3,0,3,"1",0.760462114884034,1
"17862","A11","15","A32","A61","A42",46,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.448526594167572,3
"17863","A11","24","A33","A61","A40",43,"A121",1,"20to40",2,1,3,0,0,1,"1",0.421498007422299,3
"17864","A11","40","A34","A61","A46",27,"A124",1,"morethan40",3,1,4,6,0,4,"1",0.668559759103221,1
"17865","A14","9","A34","A61","A40",48,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0825229978502326,9
"17866","A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541,2
"17867","A14","9","A32","A63","A40",51,"A124",0,"lessthan20",1,4,2,0,2,4,"0",0.130184247729601,8
"17868","A14","60","A32","A65","A40",34,"A124",0,"morethan40",3,4,2,0,4,4,"0",0.230709266871528,6
"17869","A11","24","A33","A61","A40",53,"A124",1,"20to40",2,1,3,0,0,4,"1",0.580932221971741,2
"17870","A14","24","A34","A64","A40",60,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0357742581992804,10
"17871","A14","10","A32","A62","A40",35,"A121",0,"lessthan20",1,4,2,0,1,1,"0",0.096001166602767,9
"17872","A14","24","A32","A61","A43",28,"A122",0,"20to40",2,4,2,3,0,2,"0",0.222958385423092,6
"17873","A14","15","A34","A61","A43",35,"A124",0,"lessthan20",1,4,4,3,0,4,"0",0.118600654654351,8
"17874","A14","36","A32","A63","A43",39,"A123",0,"20to40",2,4,2,3,2,3,"0",0.171365487445604,7
"17875","A12","21","A32","A61","A49",39,"A122",1,"20to40",2,2,2,9,0,2,"1",0.423486894539172,3
"17876","A12","9","A32","A61","A42",29,"A123",1,"lessthan20",1,2,2,2,0,3,"1",0.427019544175051,3
"17877","A14","48","A34","A63","A40",44,"A124",1,"morethan40",3,4,4,0,2,4,"1",0.163943007518405,7
"17878","A14","15","A33","A61","A41",46,"A122",0,"lessthan20",1,4,3,1,0,2,"0",0.0922201921219738,9
"17879","A11","24","A32","A61","A43",55,"A123",0,"20to40",2,1,2,3,0,3,"0",0.592330133349167,2
"17880","A14","15","A34","A63","A43",47,"A122",0,"lessthan20",1,4,4,3,2,2,"0",0.04211011839683,10
"17881","A12","30","A30","A62","A49",26,"A123",1,"20to40",2,2,0,9,1,3,"1",0.65370774309524,1
"17882","A14","30","A34","A61","A43",26,"A123",0,"20to40",2,4,4,3,0,3,"0",0.155591545656755,7
"17883","A12","12","A32","A61","A43",22,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.447618973134124,3
"17884","A11","11","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339,5
"17885","A14","24","A34","A62","A43",36,"A121",0,"20to40",2,4,4,3,1,1,"0",0.0715032903923432,9
"17886","A12","12","A32","A61","A40",46,"A121",1,"lessthan20",1,2,2,0,0,1,"1",0.264959251086248,5
"17887","A14","24","A32","A65","A41",41,"A123",0,"20to40",2,4,2,1,4,3,"0",0.117045033182999,8
"17888","A11","12","A32","A61","A40",36,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.551832810530481,2
"17889","A14","12","A32","A61","A40",27,"A121",0,"lessthan20",1,4,2,0,0,1,"0",0.128367786648384,8
"17890","A14","21","A34","A65","A40",30,"A124",1,"20to40",2,4,4,0,4,4,"1",0.088501681521146,9
"17891","A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441,2
"17892","A11","24","A32","A61","A42",23,"A121",1,"20to40",2,1,2,2,0,1,"1",0.573483820756301,2
"17893","A11","24","A32","A61","A42",24,"A121",0,"20to40",2,1,2,2,0,1,"0",0.570189723165104,2
"17894","A14","24","A32","A65","A43",44,"A123",1,"20to40",2,4,2,3,4,3,"1",0.110860250456218,8
"17895","A14","15","A33","A64","A42",30,"A122",0,"lessthan20",1,4,3,2,3,2,"0",0.0606477447451293,10
"17896","A13","12","A32","A61","A42",46,"A123",0,"lessthan20",1,3,2,2,0,3,"0",0.25009300993436,5
"17897","A14","24","A32","A65","A43",25,"A123",0,"20to40",2,4,2,3,4,3,"0",0.138673083558862,8
"17898","A11","6","A32","A61","A40",68,"A124",1,"lessthan20",1,1,2,0,0,4,"1",0.50919950016624,3
"17899","A12","48","A31","A62","A49",30,"A123",0,"morethan40",3,2,1,9,1,3,"0",0.661401810639408,1
"17900","A12","18","A32","A65","A46",61,"A124",0,"lessthan20",1,2,2,6,4,4,"0",0.200275097463868,6
"17901","A12","12","A32","A61","A40",30,"A122",0,"lessthan20",1,2,2,0,0,2,"0",0.366833215628878,4
"17902","A14","24","A33","A63","A49",44,"A123",0,"20to40",2,4,3,9,2,3,"0",0.111997424014188,8
"17903","A13","21","A34","A61","A46",33,"A123",1,"20to40",2,3,4,6,0,3,"1",0.224163402059529,6
"17904","A11","6","A34","A61","A42",44,"A121",1,"lessthan20",1,1,4,2,0,1,"1",0.237210844592347,6
"17905","A14","6","A31","A63","A43",45,"A122",0,"lessthan20",1,4,1,3,2,2,"0",0.118788924665567,8
"17906","A11","15","A32","A65","A44",24,"A123",1,"lessthan20",1,1,2,4,4,3,"1",0.365922714394716,4
"17907","A12","9","A31","A61","A41",74,"A124",1,"lessthan20",1,2,1,1,0,4,"1",0.434080854257566,3
"17908","A14","24","A34","A64","A41",27,"A121",0,"20to40",2,4,4,1,3,1,"0",0.0541378924078872,10
"17909","A11","30","A34","A62","A41",24,"A123",0,"20to40",2,1,4,1,1,3,"0",0.465845033209523,3
"17910","A13","12","A34","A63","A40",28,"A121",1,"lessthan20",1,3,4,0,2,1,"1",0.0743756750694065,9
"17911","A12","18","A32","A65","A42",27,"A121",1,"lessthan20",1,2,2,2,4,1,"1",0.159347352988312,7
"17912","A12","18","A32","A65","A46",61,"A124",0,"lessthan20",1,2,2,6,4,4,"0",0.200275097463868,6
"17913","A14","10","A32","A62","A40",35,"A121",0,"lessthan20",1,4,2,0,1,1,"0",0.096001166602767,9
"17914","A12","30","A34","A61","A42",49,"A122",1,"20to40",2,2,4,2,0,2,"1",0.24994527954265,5
"17915","A14","36","A34","A65","A41",42,"A124",0,"20to40",2,4,4,1,4,4,"0",0.0755802511482029,9
"17916","A14","6","A32","A63","A41",50,"A122",0,"lessthan20",1,4,2,1,2,2,"0",0.0820478317094789,9
"17917","A14","12","A32","A61","A42",31,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.120236675184624,8
"17918","A12","24","A32","A61","A40",23,"A121",1,"20to40",2,2,2,0,0,1,"1",0.435759976043704,3
"17919","A14","48","A34","A65","A43",47,"A121",0,"morethan40",3,4,4,3,4,1,"0",0.0512999836271809,10
"17920","A14","36","A34","A61","A42",23,"A122",1,"20to40",2,4,4,2,0,2,"1",0.130126223562059,8
"17921","A12","18","A34","A61","A43",48,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.140919280545722,8
"17922","A14","4","A34","A61","A40",37,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0584658373968642,10
"17923","A14","24","A32","A61","A41",29,"A124",0,"20to40",2,4,2,1,0,4,"0",0.326833132496486,4
"17924","A12","36","A32","A61","A41",35,"A123",0,"20to40",2,2,2,1,0,3,"0",0.52204124684567,2
"17925","A14","24","A32","A65","A42",31,"A123",0,"20to40",2,4,2,2,4,3,"0",0.130490727269662,8
"17926","A14","18","A34","A65","A43",29,"A122",0,"lessthan20",1,4,4,3,4,2,"0",0.0348576681213281,10
"17927","A11","18","A34","A61","A40",33,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.269112435185419,5
"17928","A12","36","A32","A61","A40",57,"A124",1,"20to40",2,2,2,0,0,4,"1",0.515480111961706,2
"17929","A14","6","A32","A61","A40",54,"A121",0,"lessthan20",1,4,2,0,0,1,"0",0.0928998742343409,9
"17930","A13","10","A32","A61","A40",37,"A122",0,"lessthan20",1,3,2,0,0,2,"0",0.228750612512257,6
"17931","A14","12","A34","A61","A46",49,"A121",0,"lessthan20",1,4,4,6,0,1,"0",0.0472798837868118,10
"17932","A11","12","A34","A61","A40",38,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.30849931379176,5
"17933","A12","36","A31","A65","A44",29,"A124",0,"20to40",2,2,1,4,4,4,"0",0.471009692586797,3
"17934","A12","15","A32","A61","A43",37,"A123",1,"lessthan20",1,2,2,3,0,3,"1",0.398406725151651,4
"17935","A12","12","A32","A65","A48",38,"A122",0,"lessthan20",1,2,2,8,4,2,"0",0.165957930714325,7
"17936","A11","12","A32","A61","A46",53,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.415173925601787,4
"17937","A14","42","A32","A65","A43",29,"A122",0,"morethan40",3,4,2,3,4,2,"0",0.156182337608472,7
"17938","A12","30","A34","A61","A40",28,"A123",1,"20to40",2,2,4,0,0,3,"1",0.369071086476866,4
"17939","A14","12","A32","A61","A49",26,"A121",0,"lessthan20",1,4,2,9,0,1,"0",0.119613922141664,8
"17940","A14","36","A34","A61","A41",35,"A122",0,"20to40",2,4,4,1,0,2,"0",0.11396751863458,8
"17941","A14","11","A34","A61","A40",35,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0967694623244802,9
"17942","A14","48","A34","A65","A41",38,"A123",0,"morethan40",3,4,4,1,4,3,"0",0.0947563481246745,9
"17943","A14","6","A32","A62","A43",42,"A124",0,"lessthan20",1,4,2,3,1,4,"0",0.169350697228901,7
"17944","A12","15","A32","A65","A43",23,"A122",0,"lessthan20",1,2,2,3,4,2,"0",0.204163628212852,6
"17945","A14","21","A30","A65","A40",29,"A122",1,"20to40",2,4,0,0,4,2,"1",0.201167916819851,6
"17946","A12","18","A34","A61","A42",41,"A124",0,"lessthan20",1,2,4,2,0,4,"0",0.283884617507883,5
"17947","A11","30","A32","A61","A42",23,"A121",1,"20to40",2,1,2,2,0,1,"1",0.573483820756301,2
"17948","A13","12","A32","A61","A43",44,"A123",0,"lessthan20",1,3,2,3,0,3,"0",0.253191814913218,5
"17949","A11","9","A32","A61","A43",22,"A122",1,"lessthan20",1,1,2,3,0,2,"1",0.526430660599961,2
"17950","A12","24","A34","A61","A410",39,"A123",1,"20to40",2,2,4,10,0,3,"1",0.312441393099258,5
"17951","A11","12","A32","A61","A42",55,"A124",0,"lessthan20",1,1,2,2,0,4,"0",0.54755587032909,2
"17952","A14","48","A32","A61","A49",33,"A123",1,"morethan40",3,4,2,9,0,3,"1",0.339230503365154,4
"17953","A14","48","A33","A65","A43",32,"A123",0,"morethan40",3,4,3,3,4,3,"0",0.137935103508939,8
"17954","A11","15","A32","A65","A44",24,"A123",1,"lessthan20",1,1,2,4,4,3,"1",0.365922714394716,4
"17955","A14","12","A32","A64","A41",55,"A122",0,"lessthan20",1,4,2,1,3,2,"0",0.0628860787012046,10
"17956","A12","12","A34","A61","A40",47,"A121",0,"lessthan20",1,2,4,0,0,1,"0",0.146432213251881,7
"17957","A14","21","A33","A61","A41",28,"A121",0,"20to40",2,4,3,1,0,1,"0",0.13570995378009,8
"17958","A11","36","A32","A61","A410",43,"A123",0,"20to40",2,1,2,10,0,3,"0",0.613461286006021,1
"17959","A12","8","A32","A61","A42",24,"A121",1,"lessthan20",1,2,2,2,0,1,"1",0.321854051096946,4
"17960","A14","18","A34","A61","A43",24,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.107454531841158,8
"17961","A14","30","A34","A61","A43",38,"A123",0,"20to40",2,4,4,3,0,3,"0",0.135538383182346,8
"17962","A12","24","A32","A61","A41",23,"A123",1,"20to40",2,2,2,1,0,3,"1",0.562095803101346,2
"17963","A12","20","A33","A65","A41",36,"A122",0,"20to40",2,2,3,1,4,2,"0",0.193647249313488,6
"17964","A11","8","A34","A61","A40",39,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.253533389041933,5
"17965","A11","12","A32","A61","A43",20,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.468410367248837,3
"17966","A14","36","A34","A61","A43",31,"A123",0,"20to40",2,4,4,3,0,3,"0",0.146956630426083,7
"17967","A14","18","A34","A65","A41",38,"A124",0,"lessthan20",1,4,4,1,4,4,"0",0.0520217086152419,10
"17968","A14","12","A34","A61","A43",52,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.046875980556357,10
"17969","A14","24","A32","A61","A40",43,"A122",0,"20to40",2,4,2,0,0,2,"0",0.194824342367194,6
"17970","A12","18","A34","A65","A49",28,"A121",0,"lessthan20",1,2,4,9,4,1,"0",0.0773595293719207,9
"17971","A14","24","A32","A65","A41",48,"A124",0,"20to40",2,4,2,1,4,4,"0",0.135212298151223,8
"17972","A14","27","A32","A65","A45",48,"A122",0,"20to40",2,4,2,5,4,2,"0",0.0819634765758628,9
"17973","A14","4","A34","A61","A40",37,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0584658373968642,10
"17974","A12","20","A32","A65","A41",60,"A121",0,"20to40",2,2,2,1,4,1,"0",0.161906509208168,7
"17975","A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541,2
"17976","A11","24","A32","A61","A43",64,"A121",0,"20to40",2,1,2,3,0,1,"0",0.433890729312581,3
"17977","A14","12","A34","A61","A43",26,"A124",0,"lessthan20",1,4,4,3,0,4,"0",0.13185438196137,8
"17978","A12","24","A32","A62","A42",30,"A124",0,"20to40",2,2,2,2,1,4,"0",0.546101264037397,2
"17979","A14","21","A33","A62","A42",34,"A121",0,"20to40",2,4,3,2,1,1,"0",0.103221396370451,9
"17980","A14","12","A32","A61","A49",26,"A121",0,"lessthan20",1,4,2,9,0,1,"0",0.119613922141664,8
"17981","A14","15","A34","A61","A42",28,"A124",0,"lessthan20",1,4,4,2,0,4,"0",0.129982148889797,8
"17982","A12","15","A32","A62","A45",25,"A121",0,"lessthan20",1,2,2,5,1,1,"0",0.267088683837234,5
"17983","A13","6","A34","A61","A46",50,"A122",0,"lessthan20",1,3,4,6,0,2,"0",0.101373106836237,9
"17984","A12","9","A32","A61","A43",27,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.431050472870803,3
"17985","A12","48","A32","A61","A43",28,"A121",1,"morethan40",3,2,2,3,0,1,"1",0.523856329420131,2
"17986","A14","18","A34","A64","A43",46,"A121",0,"lessthan20",1,4,4,3,3,1,"0",0.0268672195290983,10
"17987","A14","24","A34","A61","A43",47,"A124",0,"20to40",2,4,4,3,0,4,"0",0.152557314859485,7
"17988","A12","48","A30","A63","A40",30,"A123",0,"morethan40",3,2,0,0,2,3,"0",0.712752007466164,1
"17989","A14","12","A32","A65","A43",37,"A124",0,"lessthan20",1,4,2,3,4,4,"0",0.101463871386409,9
"17990","A12","24","A31","A61","A46",34,"A124",1,"20to40",2,2,1,6,0,4,"1",0.662218636718664,1
"17991","A14","4","A34","A61","A43",42,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0532671074863874,10
"17992","A11","27","A32","A61","A43",27,"A123",0,"20to40",2,1,2,3,0,3,"0",0.679249089512248,1
"17993","A11","12","A32","A62","A43",33,"A124",1,"lessthan20",1,1,2,3,1,4,"1",0.563891917475566,2
"17994","A14","48","A34","A65","A49",46,"A123",0,"morethan40",3,4,4,9,4,3,"0",0.0795737252202145,9
"17995","A12","15","A32","A62","A40",28,"A123",1,"lessthan20",1,2,2,0,1,3,"1",0.382481699607567,4
"17996","A14","24","A32","A63","A43",31,"A123",0,"20to40",2,4,2,3,2,3,"0",0.187193956876404,7
"17997","A14","24","A34","A62","A49",27,"A122",0,"20to40",2,4,4,9,1,2,"0",0.0956779691843927,9
"17998","A12","36","A30","A61","A43",42,"A123",1,"20to40",2,2,0,3,0,3,"1",0.66867429922996,1
"17999","A14","18","A34","A65","A43",29,"A122",0,"lessthan20",1,4,4,3,4,2,"0",0.0348576681213281,10
"18000","A11","12","A32","A62","A44",22,"A122",1,"lessthan20",1,1,2,4,1,2,"1",0.469040138420368,3
"18001","A11","6","A34","A65","A40",44,"A121",0,"lessthan20",1,1,4,0,4,1,"0",0.116645057035794,8
"18002","A11","24","A32","A61","A43",64,"A121",0,"20to40",2,1,2,3,0,1,"0",0.433890729312581,3
"18003","A14","30","A34","A61","A43",26,"A123",0,"20to40",2,4,4,3,0,3,"0",0.155591545656755,7
"18004","A11","10","A34","A65","A42",27,"A121",0,"lessthan20",1,1,4,2,4,1,"0",0.139821087555943,8
"18005","A14","33","A33","A61","A49",26,"A123",0,"20to40",2,4,3,9,0,3,"0",0.199473034147535,6
"18006","A12","36","A33","A61","A40",54,"A122",0,"20to40",2,2,3,0,0,2,"0",0.314160474874796,5
"18007","A14","12","A34","A62","A40",51,"A123",0,"lessthan20",1,4,4,0,1,3,"0",0.0648712724618515,10
"18008","A12","15","A32","A62","A45",22,"A121",0,"lessthan20",1,2,2,5,1,1,"0",0.275063624755992,5
"18009","A12","30","A32","A65","A43",25,"A123",0,"20to40",2,2,2,3,4,3,"0",0.337242355710133,4
"18010","A12","36","A32","A61","A45",33,"A124",1,"20to40",2,2,2,5,0,4,"1",0.582385781500865,2
"18011","A11","8","A34","A61","A410",51,"A124",0,"lessthan20",1,1,4,10,0,4,"0",0.361683263702323,4
"18012","A14","36","A32","A61","A46",37,"A124",1,"20to40",2,4,2,6,0,4,"1",0.29267198542731,5
"18013","A14","12","A32","A61","A40",39,"A123",0,"lessthan20",1,4,2,0,0,3,"0",0.173875678246084,7
"18014","A12","12","A34","A61","A44",26,"A122",0,"lessthan20",1,2,4,4,0,2,"0",0.220478450393939,6
"18015","A14","15","A32","A65","A44",24,"A121",0,"lessthan20",1,4,2,4,4,1,"0",0.0576284617068836,10
"18016","A14","12","A34","A61","A46",49,"A121",0,"lessthan20",1,4,4,6,0,1,"0",0.0472798837868118,10
"18017","A12","24","A34","A61","A49",31,"A121",1,"20to40",2,2,4,9,0,1,"1",0.233409713749901,6
"18018","A11","13","A34","A61","A49",28,"A122",0,"lessthan20",1,1,4,9,0,2,"0",0.317197672190283,4
"18019","A14","18","A32","A61","A43",26,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.126377704920025,8
"18020","A14","12","A34","A61","A42",22,"A122",0,"lessthan20",1,4,4,2,0,2,"0",0.0879517152641342,9
"18021","A14","12","A34","A61","A46",57,"A124",0,"lessthan20",1,4,4,6,0,4,"0",0.0884185174624241,9
"18022","A11","12","A32","A61","A40",24,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.462822592868168,3
"18023","A11","8","A34","A61","A40",47,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.233708383577164,6
"18024","A14","24","A32","A65","A40",54,"A122",0,"20to40",2,4,2,0,4,2,"0",0.0798473261990504,9
"18025","A14","12","A32","A61","A46",41,"A123",1,"lessthan20",1,4,2,6,0,3,"1",0.161375202137853,7
"18026","A12","36","A33","A61","A40",54,"A122",0,"20to40",2,2,3,0,0,2,"0",0.314160474874796,5
"18027","A11","21","A32","A61","A43",28,"A122",0,"20to40",2,1,2,3,0,2,"0",0.617183878935387,1
"18028","A12","12","A34","A61","A41",34,"A123",0,"lessthan20",1,2,4,1,0,3,"0",0.253525339056813,5
"18029","A12","24","A32","A62","A43",22,"A123",1,"20to40",2,2,2,3,1,3,"1",0.505713227957395,3
"18030","A14","18","A32","A61","A43",39,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.108294921158848,8
"18031","A14","11","A34","A61","A40",39,"A122",0,"lessthan20",1,4,4,0,0,2,"0",0.0726471692891962,9
"18032","A11","24","A32","A61","A43",28,"A123",0,"20to40",2,1,2,3,0,3,"0",0.67631079190678,1
"18033","A12","48","A32","A65","A410",40,"A124",0,"morethan40",3,2,2,10,4,4,"0",0.440577481109594,3
"18034","A12","36","A34","A61","A41",34,"A123",0,"20to40",2,2,4,1,0,3,"0",0.34810440706432,4
"18035","A12","12","A32","A65","A42",25,"A122",1,"lessthan20",1,2,2,2,4,2,"1",0.201502971397051,6
"18036","A14","24","A32","A61","A43",36,"A121",0,"20to40",2,4,2,3,0,1,"0",0.165840415453193,7
"18037","A11","12","A30","A61","A45",28,"A121",1,"lessthan20",1,1,0,5,0,1,"1",0.616328131396181,1
"18038","A12","8","A32","A61","A43",33,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.293840325236135,5
"18039","A11","6","A31","A61","A46",35,"A124",1,"lessthan20",1,1,1,6,0,4,"1",0.686240310089349,1
"18040","A14","12","A31","A63","A48",35,"A121",0,"lessthan20",1,4,1,8,2,1,"0",0.101476169834434,9
"18041","A11","15","A32","A61","A43",27,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.44504633679761,3
"18042","A11","12","A32","A61","A42",21,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.53238671404681,2
"18043","A12","12","A32","A62","A40",23,"A122",1,"lessthan20",1,2,2,0,1,2,"1",0.338269884003077,4
"18044","A13","12","A32","A65","A43",37,"A123",0,"lessthan20",1,3,2,3,4,3,"0",0.134127464463823,8
"18045","A14","12","A32","A65","A41",26,"A123",0,"lessthan20",1,4,2,1,4,3,"0",0.0935178595691086,9
"18046","A12","18","A34","A61","A40",36,"A123",1,"lessthan20",1,2,4,0,0,3,"1",0.250423820883725,5
